GoodsID,GoodsName,SortOrder,Describe,GoodsClass,BagClass,Price,GiftCertificateBuy,BackPrice,BackMinDukeGrade,BackMinMarketLevel,LimitUsePerDay,UseInterval,GroupID,UseType,UsePrompt,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,NotExport,NeedBroad,CanPresent,memberPrice
4101,Loading...,2101,Loading...,2,生产类,8,1,32,0,10,0,0,4,1,NULL,5,25,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,6
4102,Loading...,2102,Loading...,2,生产类,50,1,200,0,10,0,0,4,1,NULL,5,25,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4111,Loading...,2103,Loading...,2,生产类,8,1,32,0,10,0,0,5,1,NULL,6,25,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,6
4112,Loading...,2104,Loading...,2,生产类,50,1,200,0,10,0,0,5,1,NULL,6,25,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4121,Loading...,2105,Loading...,2,生产类,8,1,32,0,10,0,0,6,1,NULL,7,25,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,6
4122,Loading...,2106,Loading...,2,生产类,50,1,200,0,10,0,0,6,1,NULL,7,25,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4131,Loading...,2107,Loading...,2,生产类,8,1,32,0,10,0,0,7,1,NULL,8,25,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,6
4132,Loading...,2108,Loading...,2,生产类,50,1,200,0,10,0,0,7,1,NULL,8,25,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4141,Loading...,2109,Loading...,2,生产类,8,1,180,0,10,0,0,8,1,NULL,4,25,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,6
4142,Loading...,2110,Loading...,2,生产类,50,1,1120,0,10,0,0,8,1,NULL,4,25,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4151,Loading...,2111,Loading...,3,生产类,50,1,200,0,10,0,0,9,1,NULL,5,30,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4152,Loading...,2112,Loading...,3,生产类,80,1,320,0,10,0,0,10,1,NULL,8,30,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,64
4153,Loading...,2113,Loading...,3,生产类,200,1,800,0,10,0,0,11,1,NULL,20,30,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,160
4201,Loading...,3138,Loading...,6,宝物类,20,1,80,0,10,0,0,12,1,NULL,1,10,24,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,16
4202,Loading...,3139,Loading...,6,宝物类,50,1,200,0,10,0,0,12,1,NULL,1,10,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,40
4211,Loading...,3140,Loading...,6,宝物类,20,1,80,0,10,0,0,13,1,NULL,2,10,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,16
4212,Loading...,3141,Loading...,6,宝物类,50,1,200,0,10,0,0,13,1,NULL,2,10,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,40
4301,Loading...,3121,Loading...,4,宝物类,20,1,80,0,10,0,0,0,2,NULL,2,3,1000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,16
4302,Loading...,3122,Loading...,4,宝物类,80,1,400,0,10,0,0,0,2,NULL,2,3,10000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,64
4601,Loading...,NULL,Loading...,10,宝箱类,0,0,1,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"301=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4602,Loading...,NULL,Loading...,10,宝箱类,0,0,1,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"302=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4603,Loading...,NULL,Loading...,10,宝箱类,0,0,1,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"303=1,1000",,,,,,,,,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4604,Loading...,6006,Loading...,10,宝箱类,50,0,1,0,10,0,0,0,1,NULL,0,NULL,1,2,3,1000,"201=1,400","202=401,600","203=601,750","204=751,850","205=851,910","206=911,950","207=951,980","208=981,995","209=996,1000",NULL,NULL,NULL,NULL,NULL,0,0,1,40
4605,Loading...,6112,Loading...,10,宝箱类,20,0,1,0,10,0,0,0,1,NULL,1,4655,1,3,4,1000,"101=1,740","102=801,920","103=921,970","104=971,995","105=996,1000","2045=741,760","2046=761,780","2047=781,800",,,,NULL,NULL,NULL,0,0,1,16
4606,Loading...,6113,Loading...,10,宝箱类,80,0,1,0,10,0,0,0,1,NULL,1,4656,1,4,5,1000,"101=1,200","102=201,300","103=301,715","104=761,900","105=901,1000","2048=716,735","2049=736,750","2050=751,760",NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,64
4607,Loading...,6114,Loading...,10,宝箱类,150,0,1,0,10,0,0,0,1,NULL,1,4657,1,6,7,1000,"101=1,5","102=6,100","103=101,380","104=401,595","105=621,999",106=1000,"2050=381,400","2051=596,610","2052=611,620",NULL,NULL,NULL,NULL,NULL,0,1,1,120
4608,Loading...,6008,Loading...,9,宝箱类,20,0,1,0,10,0,0,0,1,NULL,0,NULL,NULL,NULL,NULL,1000,"401=1,700","402=701,900","403=901,960","404=961,995","405=996,1000",,,,,,,,,,NULL,1,1,16
6200,Loading...,NULL,Loading...,100,任务类,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4609,Loading...,NULL,Loading...,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"501=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4610,Loading...,NULL,Loading...,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"501=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4611,Loading...,NULL,Loading...,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"503=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4612,Loading...,NULL,Loading...,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,100,"504=1,100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4613,Loading...,NULL,Loading...,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"505=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4614,Loading...,NULL,Loading...,10,宝箱类,0,0,1,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"502=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4615,Loading...,NULL,Loading...,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"506=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4655,Loading...,6002,Loading...,11,宝箱类,5,0,40,0,10,0,0,0,0,NULL,4605,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,4
4656,Loading...,6003,Loading...,11,宝箱类,20,0,200,0,10,0,0,0,0,NULL,4606,NULL,,,,,,,,,,,,,,,,,,,NULL,1,1,16
4657,Loading...,6004,Loading...,11,宝箱类,50,0,320,0,10,0,0,0,0,NULL,4607,NULL,,,,,,,,,,,,,,,,,,,NULL,1,1,40
4701,Loading...,4101,Loading...,8,珠宝类,0,0,1000,0,10,0,0,0,2,NULL,5,,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4702,Loading...,4102,Loading...,8,珠宝类,0,0,2000,0,10,0,0,0,2,NULL,10,,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4703,Loading...,4103,Loading...,8,珠宝类,0,0,3500,0,10,0,0,0,2,NULL,15,,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4704,Loading...,4104,Loading...,8,珠宝类,0,0,6000,0,10,0,0,0,2,NULL,20,,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4705,Loading...,4105,Loading...,8,珠宝类,0,0,9000,0,10,0,0,0,2,NULL,25,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4706,Loading...,4106,Loading...,8,珠宝类,0,0,15000,0,10,0,0,0,2,NULL,30,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4707,Loading...,4107,Loading...,8,珠宝类,0,0,25000,0,10,0,0,0,2,NULL,35,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4708,Loading...,4108,Loading...,8,珠宝类,0,0,40000,0,10,0,0,0,2,NULL,40,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4709,Loading...,4109,Loading...,8,珠宝类,0,0,60000,0,10,0,0,0,2,NULL,50,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4805,Loading...,NULL,Loading...,14,造兵类,10,0,40,0,10,0,0,83,1,NULL,72,1020,1023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,8
4807,Loading...,NULL,Loading...,14,造兵类,10,0,40,0,10,0,0,84,1,NULL,72,1030,1033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,8
4901,Loading...,3109,Loading...,0,宝物类,50,1,200,0,10,0,0,1,1,NULL,3,72,,,,,,,,,,,,,,,,,,,NULL,1,1,40
4903,Loading...,3110,Loading...,0,宝物类,50,1,200,0,10,0,0,0,1,NULL,20,100,,,,,,,,,,,,,,,,,,,NULL,0,1,40
4904,Loading...,3142,Loading...,0,宝物类,100,1,400,0,10,0,72,0,1,NULL,100,100,,,,,,,,,,,,,,,,,,,NULL,1,1,80
4905,Loading...,NULL,Loading...,0,宝物类,50,1,200,0,10,0,0,3,1,NULL,72,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,40
4906,Loading...,NULL,Loading...,0,生产类,50,1,200,0,10,0,0,0,0,NULL,0,10,,,,,,,,,,,,,,,,,,,NULL,0,1,40
4907,Loading...,3125,Loading...,0,宝物类,30,1,120,0,10,0,6,0,2,NULL,2,12,,,,,,,,,,,,,,,,,,,NULL,0,1,24
4908,Loading...,3126,Loading...,0,宝物类,30,1,120,0,10,0,0,0,2,NULL,0,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,24
4909,Loading...,3127,Loading...,0,宝物类,90,0,360,0,10,0,0,0,2,NULL,1,12,,,,,,,,,,,,,,,,,,,NULL,1,0,72
4910,Loading...,3111,Loading...,0,宝物类,5,1,20,0,10,0,0,0,0,NULL,,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,4
4911,Loading...,3112,Loading...,0,宝物类,5,1,20,0,10,0,0,0,2,NULL,10,1,,,,,,,,,,,,,,,,,,,NULL,0,1,4
4912,Loading...,NULL,Loading...,0,宝物类,3,1,12,0,10,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,2
4913,Loading...,3128,Loading...,5,宝物类,50,1,120,0,10,0,0,14,2,NULL,4,10,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4914,Loading...,3113,Loading...,0,任务类,1,1,4,0,10,0,0,0,0,NULL,1,2,,,,,,,,,,,,,,,,,,,NULL,0,1,1
6636,Loading...,NULL,Loading...,10,宝箱类,99999,0,0,0,0,0,0,0,1,NULL,0,NULL,0,NULL,NULL,100,"1433=1,100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,88888
4915,Loading...,NULL,Loading...,0,宝物类,500,1,2000,0,10,0,0,0,0,NULL,100,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,400
4916,Loading...,3129,Loading...,0,宝物类,6,1,24,0,10,0,0,0,0,NULL,1,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,5
4917,Loading...,3130,Loading...,0,宝物类,200,1,800,0,10,0,0,0,0,NULL,1,NULL,,,,,,,,,,,,,,,,,,,NULL,1,1,160
4918,Loading...,1114,Loading...,0,加速类,20,1,80,0,10,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,16
4919,Loading...,3144,Loading...,0,宝物类,10,1,40,0,10,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,8
5001,Loading...,NULL,Loading...,12,,0,0,6000,0,10,0,0,0,0,,6,2,9,1000,40,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5002,Loading...,NULL,Loading...,12,NULL,0,0,4500,0,10,0,0,0,0,NULL,6,2,9,1000,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5003,Loading...,NULL,Loading...,12,NULL,0,0,4500,0,10,0,0,0,0,NULL,6,2,9,1000,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5004,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5005,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5006,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5007,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5008,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5009,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5010,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5011,Loading...,NULL,Loading...,12,NULL,0,0,6000,0,10,0,0,0,0,NULL,6,2,9,1000,40,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5012,Loading...,NULL,Loading...,12,NULL,0,0,4500,0,10,0,0,0,0,NULL,6,2,9,1000,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5013,Loading...,NULL,Loading...,12,NULL,0,0,4500,0,10,0,0,0,0,NULL,6,2,9,1000,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5014,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5015,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5016,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5017,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5018,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5019,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5020,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5021,Loading...,NULL,Loading...,12,NULL,0,0,6000,0,10,0,0,0,0,NULL,6,2,9,1000,40,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5022,Loading...,NULL,Loading...,12,NULL,0,0,4500,0,10,0,0,0,0,NULL,6,2,9,1000,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5023,Loading...,NULL,Loading...,12,NULL,0,0,4500,0,10,0,0,0,0,NULL,6,2,9,1000,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5024,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5025,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5026,Loading...,NULL,Loading...,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5027,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5028,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5029,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5030,Loading...,NULL,Loading...,12,NULL,0,0,1500,0,10,0,0,0,0,NULL,6,2,9,1000,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,0,0,0,0
6001,Loading...,NULL,Loading...,13,任务类,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,0,0
6002,Loading...,NULL,Loading...,13,任务类,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4616,Loading...,NULL,Loading...,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,1,1,1,1000,"101=1,380","102=501,700","201=701,800","202=801,880","203=881,950","204=951,990","103=991,1000","2045=381,390","2046=391,400","2044=401,500",NULL,NULL,NULL,NULL,0,0,0,0
6003,Loading...,NULL,Loading...,13,任务类,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,0,0
6004,Loading...,NULL,Loading...,13,任务类,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,0,0
6060,Loading...,NULL,Loading...,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,100,"570=1,100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
6005,Loading...,NULL,Loading...,13,任务类,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,0
4221,Loading...,3131,Loading...,4,宝物类,20,1,50,0,10,0,0,0,2,NULL,2,2,30,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,16
4222,Loading...,3132,Loading...,4,宝物类,50,1,200,0,10,0,0,0,2,NULL,2,2,100,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,40
